countries,2022-2023(Apr-Nov),2021-2022,2020-2021,2019-2020,2018-2019,2017-2018,2016-2017,2015-2016,2014-2015,2013-2014,2012-2013,2011-2012,2010-2011,2009-2010,2008-2009,2007-2008,2006-2007,2005-2006,2004-2005,2003-2004,2002-2003,2001-2002,2000-2001,1999-2000,1998-1999,1997-1998
LIBERIA,0.05,0.2,0.39,0.48,0.03,0.02,0.03,0.03,0.06,0.07,0.5,0.01,0.01,0.0,0.0,0.0,,0.0,,,,0.0,,,,
LIECHTENSTEIN,,0.0,,,0.02,0.06,0.0,,,,,,,,,,,,,,,,,,,
LITHUANIA,0.0,0.04,0.01,0.0,0.17,0.0,0.0,0.0,0.0,0.03,,,,0.21,0.39,0.15,0.24,,,,,,,,,
LUXEMBOURG,0.0,,0.0,0.0,0.0,,0.0,0.01,0.0,,0.08,0.0,0.02,0.01,0.01,0.0,,,0.01,,,,,,,
MADAGASCAR,0.04,0.04,0.13,0.04,0.02,0.0,0.0,0.02,0.0,0.15,0.0,0.01,0.0,,0.0,,0.01,0.02,,0.0,,0.0,0.0,0.0,,
MALAWI,0.01,0.02,0.3,0.05,0.15,0.18,0.11,0.07,0.03,0.05,0.0,0.06,0.01,0.0,0.01,0.02,0.0,0.01,0.0,0.0,,0.0,0.01,0.03,,
MALAYSIA,0.26,0.56,0.72,0.6,1.18,1.7,0.46,0.33,0.73,0.36,0.39,0.13,0.66,0.2,0.59,0.1,0.24,0.3,0.11,0.02,0.1,0.12,0.13,0.06,0.01,0.13
MALDIVES,0.37,0.38,0.19,0.62,0.29,0.45,0.26,0.98,0.22,0.08,0.11,0.06,0.07,0.04,0.07,0.09,0.3,0.12,0.03,0.03,0.03,0.06,0.02,0.0,0.0,0.0
MALI,0.0,0.14,0.01,0.0,0.05,0.0,0.02,0.02,0.05,0.0,0.03,0.16,0.14,0.0,,0.09,0.0,,0.0,,,,,,,
MALTA,,0.01,0.02,,,,,0.0,0.0,0.0,,,0.0,,0.01,,,,,,,,,,,
MARSHALL ISLAND,0.01,,,,,,,,,,,,,,,,,,,,,,,,,
MAURITANIA,,0.1,0.13,0.02,0.02,0.08,0.01,0.01,0.0,0.0,,,0.03,,0.13,,,,,,,,,,,
LIBYA,0.05,0.0,,0.02,,,,0.0,0.02,0.04,0.01,0.02,0.01,0.01,0.03,0.0,0.01,,,0.0,,,,,,
EQUTL GUINEA,0.0,0.0,,,,,0.0,0.03,,,,,0.08,0.04,,0.02,,,,,,,,,,
CHRISTMAS IS.,,,,,,,,,,,,,,,0.01,,,,,,,,,,,
GUINEA BISSAU,0.0,,0.0,0.0,,0.46,0.33,0.0,,,0.1,,0.08,0.01,,,,0.0,,,,,,0.02,,
GABON,0.07,0.06,0.08,0.26,0.26,0.05,0.9,0.1,0.13,0.13,0.0,0.4,,,,,,,,,,,,,,
GAMBIA,0.07,0.25,0.06,0.17,0.04,0.02,0.03,0.0,0.16,0.07,0.03,0.08,0.04,0.1,0.02,0.09,,,0.01,0.0,,,,,,
GEORGIA,0.03,0.05,0.02,0.0,0.04,0.07,0.14,0.0,0.03,0.0,,,,,0.0,,,,,,,,,,,
GERMANY,15.18,20.46,18.01,25.6,30.18,34.36,43.9,36.89,32.66,24.17,42.99,40.54,14.8,7.99,5.4,0.51,0.68,2.56,1.33,0.43,0.2,0.05,0.04,0.07,0.19,0.1
GHANA,0.44,0.47,0.66,3.44,0.65,0.44,0.34,0.13,0.28,0.29,0.16,0.08,0.13,0.09,0.11,0.06,0.06,0.05,0.06,0.01,0.06,0.02,0.02,0.02,0.09,0.08
GREECE,0.16,0.21,0.19,0.11,0.07,0.09,0.1,0.1,0.09,0.05,0.13,0.11,0.11,0.37,0.36,0.1,0.12,0.02,0.06,0.08,0.02,0.02,0.0,0.01,0.01,
GUADELOUPE,0.0,,0.0,,,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,,,,,0.0,,,,,,,,
GUATEMALA,0.01,0.05,0.02,0.03,0.07,0.03,0.0,0.07,0.02,0.14,0.08,0.07,0.03,0.01,0.02,0.02,0.01,0.01,,,,,,,,
GUINEA,0.08,0.54,0.56,0.08,0.32,0.12,0.04,0.16,0.01,0.0,0.03,0.1,0.06,0.0,0.0,0.0,,,,,,,0.0,0.01,,
FIJI IS,0.03,0.01,0.09,0.05,0.01,0.02,0.02,0.01,0.03,0.01,0.18,0.11,0.02,0.01,0.0,0.03,0.0,,,,,,,,,
FR POLYNESIA,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
GUYANA,,0.0,,0.0,0.0,,0.03,0.0,0.0,0.01,,,0.03,0.01,0.0,,,,,,,0.01,,,,
HONDURAS,0.02,0.04,0.02,,0.0,0.02,,0.09,0.0,,,0.01,,,,,0.01,,,,,,,,,
HONG KONG,0.03,0.56,0.07,0.29,0.16,0.09,0.09,0.67,0.28,2.93,0.3,0.93,0.33,0.21,0.27,0.07,0.03,0.01,0.02,0.11,0.16,0.01,0.0,0.01,0.02,0.05
HUNGARY,3.41,4.72,5.51,5.27,4.57,5.27,3.32,0.84,0.0,0.24,,0.04,0.03,0.01,0.03,0.02,,0.0,0.0,,,,,0.0,,
ICELAND,,0.0,,0.0,,0.0,0.0,,0.0,0.01,0.0,0.01,,,0.09,,,0.0,,,,0.0,,,0.0,
INDONESIA,0.05,0.24,0.31,1.13,0.79,0.53,0.96,0.17,0.33,0.19,0.09,0.24,0.01,0.07,0.1,0.19,0.01,0.04,0.02,0.01,0.0,,0.06,0.01,0.03,0.04
IRAN,0.04,0.03,0.3,0.3,0.18,0.33,0.04,0.22,0.21,0.11,0.04,0.02,0.04,0.02,0.14,0.01,0.0,,0.02,0.0,,0.0,,,,
IRAQ,0.03,0.06,0.05,0.29,0.25,0.03,0.11,0.02,0.02,0.05,0.0,0.02,,0.06,0.03,,0.0,,,0.03,0.02,0.01,,,,
IRELAND,0.24,0.21,0.05,0.11,0.11,0.11,0.37,0.15,0.21,0.07,0.1,0.04,0.04,0.04,0.1,0.04,0.01,0.01,0.11,0.06,0.07,0.01,0.0,,0.02,
ISRAEL,0.42,0.64,0.37,0.49,0.27,0.38,0.24,0.67,1.15,0.29,0.25,0.21,0.17,0.12,0.11,0.01,0.02,0.04,0.01,0.04,0.0,0.02,0.01,0.01,0.0,0.0
ITALY,3.13,3.85,1.38,1.55,2.13,2.76,2.72,2.38,2.34,2.21,2.06,2.55,2.31,2.18,1.62,0.5,0.25,0.21,0.27,0.2,0.05,0.23,0.19,0.06,0.08,0.03
HAITI,,0.0,0.0,,,0.0,,,,0.15,0.27,,0.11,0.22,,,,,,,,,,,,
FRANCE,8.44,16.07,9.27,8.34,5.66,6.89,9.98,9.0,9.76,8.17,6.55,8.03,5.75,3.8,2.82,1.21,0.53,0.63,0.4,0.31,0.22,0.13,0.19,0.12,0.12,0.04
%Share,0.0679,0.0642,0.0553,0.0544,0.0458,0.0522,0.0555,0.0565,0.0475,0.0424,0.0452,0.044,0.0392,0.0348,0.033,0.0126,0.0129,0.017,0.0164,0.0168,0.0155,0.0142,0.0133,0.0133,0.0121,0.0121
Total,202.45,270.9,161.25,170.41,151.15,158.35,153.22,148.08,147.41,133.21,135.86,134.72,97.89,62.19,61.13,20.49,16.34,17.53,13.72,10.7,8.19,6.22,5.94,4.9,4.01,4.22
India's Total,298285.79,422004.4,291808.48,313361.04,330078.09,303526.16,275852.43,262291.09,310338.48,314405.3,300400.58,305963.92,249815.55,178751.43,185295.36,163132.18,126414.05,103090.53,83535.94,63842.55,52719.43,43826.72,44560.29,36822.49,33218.72,34784.98
