countries,2022-2023(Apr-Nov),2021-2022,2020-2021,2019-2020,2018-2019,2017-2018,2016-2017,2015-2016,2014-2015,2013-2014,2012-2013,2011-2012,2010-2011,2009-2010,2008-2009,2007-2008,2006-2007,2005-2006,2004-2005,2003-2004,2002-2003,2001-2002,2000-2001,1999-2000,1998-1999,1997-1998
KAZAKHSTAN,0.2,0.09,0.01,0.02,0.16,0.01,0.0,0.02,0.03,0.01,0.04,0.03,0.01,0.05,0.1,0.05,,0.02,,,,,,,,0.0
JORDAN,0.01,0.02,0.03,0.02,0.01,0.04,0.02,0.0,0.0,0.0,0.05,0.02,0.0,,0.01,0.02,0.02,0.06,0.02,0.06,0.01,0.02,0.01,,,0.04
JAPAN,0.89,1.75,1.98,1.1,1.34,0.62,0.04,0.02,0.02,0.05,0.13,0.08,0.02,0.06,0.02,0.06,0.05,0.02,0.0,0.1,0.02,0.05,0.0,0.01,0.07,0.09
GEORGIA,,0.01,,0.01,0.02,0.0,,0.0,0.01,,,0.0,,,,,,,,,,,,,,
GERMANY,2.54,3.35,3.07,2.14,2.52,3.42,2.37,2.85,2.2,1.68,1.65,1.69,1.46,1.11,0.74,0.92,1.76,2.99,0.42,0.16,0.62,0.79,1.98,0.99,1.03,0.91
GHANA,0.07,0.14,0.06,0.11,0.14,0.07,0.46,0.07,0.04,0.08,0.22,0.09,0.04,0.02,0.08,0.05,0.09,0.05,0.23,0.14,0.11,0.02,0.07,0.08,0.02,0.02
GREECE,0.01,0.02,0.14,0.04,0.08,0.05,0.05,0.06,0.13,0.3,0.17,0.05,0.2,0.18,0.22,0.3,0.16,0.23,0.0,0.03,,,,,,
GRENADA,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,0.0,,
GUATEMALA,0.0,0.0,0.01,0.0,0.0,,,,,,0.04,,,0.0,,,,,,,,,,,0.02,
GUINEA,0.11,0.06,0.06,0.1,0.01,0.01,0.02,0.0,0.0,0.01,0.0,0.01,0.01,0.03,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.02,0.0,,0.0
GUYANA,,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.03,0.0,0.0,0.0,,,0.02,,,,0.0,,,,,
HAITI,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,0.02,,,,,
HONDURAS,0.0,0.01,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0.0,,,,0.04,0.0,,,,
HONG KONG,3.53,1.84,1.54,1.75,0.87,0.77,0.79,0.12,0.14,0.09,2.55,1.43,0.01,0.13,0.07,0.06,0.09,0.01,0.03,0.05,0.07,0.01,0.08,0.03,,0.01
GABON,0.0,0.01,0.01,0.0,0.02,0.01,0.01,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,
CHRISTMAS IS.,,,,,,,,,,,,,,,,,,,,,,,,,,0.01
HUNGARY,0.38,1.0,0.0,0.0,0.01,,,,0.02,0.01,0.01,0.0,,0.0,0.08,,,,,,0.01,0.0,0.0,0.0,,
ICELAND,,0.03,0.01,,,,,,0.0,0.0,0.0,,,0.01,,,,,,,,,,,,
INDONESIA,0.44,1.21,0.2,0.28,0.39,0.11,0.12,0.21,0.18,0.12,0.05,0.13,0.01,0.04,0.06,0.05,0.04,0.03,0.09,0.08,0.13,0.1,0.21,0.15,0.1,0.15
IRAN,,0.02,0.0,0.02,0.01,0.0,0.01,0.02,57.51,1.11,0.05,0.04,0.03,0.0,0.02,0.02,0.07,0.06,0.08,0.12,0.04,0.02,0.09,0.88,0.15,0.01
IRAQ,0.0,0.03,0.01,0.06,0.01,0.0,0.0,0.01,0.0,0.03,0.0,0.01,0.0,0.0,0.0,0.02,,,0.93,,,,0.18,,0.14,
IRELAND,,0.0,0.21,0.0,0.0,0.01,0.0,0.01,0.01,0.03,0.02,,0.01,0.03,0.04,0.01,0.03,,,0.0,0.0,,0.02,,0.01,
ISRAEL,1.13,1.09,0.65,0.45,0.8,0.52,0.44,0.41,0.03,0.04,0.04,0.25,0.06,0.03,0.03,0.02,0.28,0.02,0.05,0.04,0.0,0.04,0.0,,0.0,
ITALY,1.19,2.18,8.52,3.28,3.52,2.57,4.23,2.72,1.86,1.8,1.76,1.76,0.85,0.41,1.47,0.95,2.13,1.88,1.21,0.84,0.65,0.07,0.08,0.03,0.05,0.01
COTE D' IVOIRE,0.04,0.03,0.02,0.02,0.02,0.02,0.0,0.04,0.05,0.09,0.0,0.01,,,,,,,,,,,,,,
JAMAICA,0.0,0.0,0.0,,,,,,,0.0,,,0.0,0.0,,,0.0,0.02,0.0,0.0,0.0,0.01,,,,
%Share,0.0288,0.0253,0.0278,0.0214,0.0208,0.0188,0.0201,0.0192,0.0316,0.0127,0.0124,0.0108,0.0104,0.0119,0.018,0.0224,0.041,0.0391,0.0174,0.0225,0.0178,0.015,0.0177,0.0167,0.0206,0.0233
India's Total,298285.79,422004.4,291808.48,313361.04,330078.09,303526.16,275852.43,262291.09,310338.48,314405.3,300400.58,305963.92,249815.55,178751.43,185295.36,163132.18,126414.05,103090.53,83535.94,63842.55,52719.43,43826.72,44560.29,36822.49,33218.72,34784.98
Total,85.8,106.83,81.05,67.21,68.59,56.93,55.56,50.36,98.12,39.97,37.15,33.07,25.94,21.21,33.39,36.47,51.87,40.27,14.57,14.38,9.41,6.55,7.87,6.14,6.85,8.12
