countries,2022-2023(Apr-Nov),2021-2022,2020-2021,2019-2020,2018-2019,2017-2018,2016-2017,2015-2016,2014-2015,2013-2014,2012-2013,2011-2012,2010-2011,2009-2010,2008-2009,2007-2008,2006-2007,2005-2006,2004-2005,2003-2004,2002-2003,2001-2002,2000-2001,1999-2000,1998-1999,1997-1998
AUSTRIA,0.18,0.03,0.03,0.02,0.02,0.03,1.04,0.03,0.02,0.07,0.06,0.03,0.02,0.47,0.04,0.3,0.11,0.04,0.07,0.02,0.1,0.2,0.15,0.12,0.08,0.31
AZERBAIJAN,0.17,0.12,0.18,0.47,0.1,0.03,0.0,0.05,0.2,0.13,0.23,0.32,0.3,0.45,0.9,0.65,0.75,0.26,0.23,0.15,0.14,0.04,0.03,0.06,0.03,0.14
BAHAMAS,0.0,0.01,0.28,0.01,,0.01,0.01,0.02,0.03,0.03,0.01,0.02,0.17,0.15,0.22,0.05,0.04,0.0,0.01,0.03,0.03,,0.02,,0.01,
BURKINA FASO,0.0,0.04,0.51,0.3,0.09,0.07,0.01,0.04,0.01,0.29,0.13,2.22,1.09,0.86,1.92,1.16,1.06,0.21,0.29,0.15,0.07,0.21,0.02,0.03,,
BAHARAIN IS,0.08,0.13,0.09,0.11,0.15,0.17,0.16,0.16,0.16,0.06,0.02,0.03,0.06,0.18,0.28,0.29,0.23,0.19,0.54,0.29,0.09,0.3,0.07,0.01,0.09,0.05
BARBADOS,0.01,0.03,0.03,0.02,0.01,0.01,0.02,0.01,0.01,0.02,0.19,0.13,0.04,0.14,0.16,0.11,0.02,0.0,0.02,0.01,0.0,0.0,0.0,0.0,,0.01
BELIZE,0.01,0.02,0.02,0.01,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.13,0.04,0.12,0.07,0.05,0.02,0.01,0.01,0.0,,,,,,
BELGIUM,11.61,19.52,15.64,2.75,1.78,0.64,0.64,0.62,4.54,0.33,0.49,5.45,22.07,29.24,22.66,8.89,2.02,0.33,0.52,0.57,0.62,1.17,0.7,1.03,1.38,1.82
BENIN,0.08,0.04,0.35,0.05,0.03,0.02,0.2,0.21,0.09,0.25,0.52,1.28,1.45,1.99,4.63,1.6,2.41,0.41,0.64,0.69,0.88,0.94,1.68,0.18,0.15,0.33
BHUTAN,0.04,0.07,0.04,0.04,0.08,0.03,,0.1,,,0.0,0.01,0.02,0.01,0.02,,,0.0,,0.01,,,,,,0.01
BOLIVIA,0.18,0.23,0.19,0.8,0.14,0.18,0.07,0.03,0.09,0.11,0.04,0.1,0.18,0.72,0.77,0.41,0.29,0.16,0.11,0.19,0.08,0.0,0.0,0.0,,
BOSNIA-HRZGOVIN,0.0,0.0,,,,,,,,,0.0,,0.09,0.04,,0.02,,0.0,0.01,0.02,0.03,,,,,
BOTSWANA,0.05,0.04,0.03,0.01,0.04,0.1,0.55,1.15,0.06,0.34,0.08,0.63,3.3,5.93,4.89,0.95,0.05,0.01,0.05,0.01,,0.02,0.03,0.06,0.07,0.04
BRAZIL,8.95,24.86,15.58,11.69,10.22,13.23,11.92,9.46,6.55,12.57,24.73,20.31,15.17,18.04,21.79,15.98,12.32,3.05,13.58,5.88,2.85,3.48,3.8,2.31,1.02,1.73
BR VIRGN IS,0.0,0.0,,,,,,,,,,0.07,0.0,0.0,0.01,,0.02,0.01,,,,,,,0.01,
BRUNEI,0.01,0.02,0.02,0.01,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,0.02,0.0,,,0.0,0.0,,,0.01,,
BANGLADESH PR,3.29,4.21,3.47,2.88,2.74,1.81,0.73,0.73,0.4,0.49,0.31,0.66,0.14,0.31,0.51,0.12,0.28,0.37,0.98,0.66,1.1,1.01,0.92,0.52,0.28,1.4
EQUTL GUINEA,,0.0,0.0,,0.01,0.01,0.02,,0.0,,0.02,0.0,0.07,0.06,0.03,0.04,0.0,,0.03,,,,,0.0,,
ERITREA,0.01,0.06,0.21,0.02,0.01,,,,0.03,0.01,0.02,0.01,0.17,0.51,0.18,0.0,0.02,0.01,0.01,0.0,,,,,,
FIJI IS,0.02,0.04,0.03,0.02,0.02,0.08,0.09,0.11,0.06,0.04,0.18,0.26,0.13,0.12,0.31,0.37,0.6,0.12,0.18,0.06,0.13,0.08,0.04,0.04,0.09,
KIRIBATI REP,,0.0,0.0,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,0.0,,0.0,,0.0,
KYRGHYZSTAN,2.36,0.14,0.11,0.08,0.08,0.07,0.05,0.1,0.08,0.03,0.12,0.07,0.06,0.34,0.12,0.2,0.11,0.07,0.01,0.1,0.02,0.04,0.01,0.05,,0.05
KOREA RP,2.47,2.3,5.27,2.35,3.67,3.12,2.32,3.21,3.64,2.74,2.97,1.54,1.37,2.29,2.53,0.55,0.56,0.37,1.13,0.61,1.74,0.86,0.84,0.42,0.63,0.84
KUWAIT,0.38,0.4,0.31,0.14,0.04,0.14,0.17,0.03,0.01,0.09,0.06,0.2,0.41,0.38,0.31,0.17,0.28,0.13,0.43,0.08,0.08,0.02,0.06,0.03,0.13,0.12
LAO PD RP,0.02,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.03,0.02,0.04,0.04,0.06,0.02,0.0,0.11,0.02,0.0,0.06,0.01,0.02,,0.01,
LATVIA,0.61,0.27,0.14,0.14,0.15,0.23,0.18,0.05,0.17,0.18,0.24,0.41,1.85,2.94,1.94,0.66,0.8,1.27,0.43,0.13,0.11,0.03,0.06,0.02,0.05,0.14
LEBANON,0.25,0.41,0.64,0.41,1.03,0.72,0.07,0.19,1.35,0.68,0.4,0.81,1.12,0.62,0.76,0.19,0.15,0.12,0.08,0.01,0.02,0.01,0.0,0.04,0.02,
LESOTHO,0.0,0.01,0.04,0.01,0.0,0.01,0.06,0.0,0.03,1.0,0.51,0.22,0.27,2.4,2.29,0.65,0.57,0.02,0.15,,,,0.04,,,0.02
LIBERIA,0.04,0.14,0.06,0.03,0.13,0.1,0.12,0.13,0.14,0.15,0.2,0.45,0.52,1.29,0.37,0.57,0.08,0.21,0.53,0.2,0.15,0.19,0.1,0.14,0.05,0.05
LIBYA,0.01,0.1,0.06,0.03,0.02,0.14,0.15,0.15,0.36,0.23,0.61,0.66,0.57,0.14,0.18,0.54,0.4,0.27,0.06,0.01,,,,0.0,,
LITHUANIA,0.57,1.89,1.4,1.02,2.11,1.48,1.15,0.46,0.64,0.08,0.2,1.47,0.11,0.14,0.67,0.02,0.03,0.06,0.24,1.29,0.44,0.03,0.07,0.06,0.0,0.1
MACEDONIA,,0.04,0.02,0.13,0.21,0.43,0.0,,0.59,,0.39,,0.09,0.03,0.05,0.12,0.01,0.01,0.02,0.0,0.01,0.0,,,,
MADAGASCAR,0.09,0.3,0.07,0.17,0.14,0.09,0.09,0.12,0.32,0.13,0.02,0.1,0.19,0.21,0.63,1.26,1.04,0.82,0.43,0.43,0.08,0.26,0.09,0.08,,0.01
MALAWI,0.27,0.17,0.37,0.12,0.07,0.18,0.07,0.11,0.09,0.06,0.17,0.53,1.36,3.47,13.65,6.97,1.54,0.23,0.86,0.26,0.14,0.22,0.15,0.05,0.02,0.06
MALAYSIA,8.39,7.89,8.01,2.84,3.06,2.15,1.47,1.3,2.18,2.59,2.01,3.2,3.8,4.69,3.1,3.1,1.56,2.1,2.34,1.7,1.47,1.53,0.98,1.69,0.89,1.39
MALDIVES,0.08,0.1,0.09,0.08,0.1,0.12,0.1,0.17,0.29,0.22,0.46,0.72,0.49,0.48,0.55,0.48,0.15,0.09,0.2,0.16,0.14,0.29,0.41,0.42,0.58,0.51
MALI,0.53,0.6,0.07,0.08,0.35,1.22,0.46,0.49,0.6,0.91,0.12,0.66,0.47,1.62,0.82,0.81,0.43,0.73,1.32,0.45,0.21,0.02,0.12,0.13,0.2,0.08
MALTA,0.0,,0.0,0.02,,0.22,0.22,0.06,0.01,0.02,0.34,1.31,0.45,0.23,0.18,0.28,0.05,0.08,0.05,0.12,0.01,0.03,0.02,0.04,0.01,0.05
MARSHALL ISLAND,0.0,,,,,0.0,,,,,,,0.0,0.01,,,,,,,0.03,,,,,
MARTINIQUE,,,,,0.0,0.0,0.01,0.0,0.0,0.01,0.01,,0.0,0.0,,,,,0.11,,,,0.0,0.01,0.01,0.0
MAURITANIA,0.0,0.0,0.01,0.0,0.02,0.0,0.01,0.06,0.08,0.09,0.11,0.14,0.04,0.07,0.76,0.84,0.47,0.69,0.1,0.03,0.02,0.03,,0.02,,
MICRONESIA,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.02,0.01,,0.01,,,,,,,,,,,,,
MAURITIUS,0.14,0.14,0.12,0.14,0.09,0.32,0.35,0.39,0.26,0.54,0.5,1.59,1.95,2.11,0.96,1.7,0.43,0.55,0.76,0.4,0.9,0.54,0.44,0.6,0.41,0.35
MYANMAR,0.32,0.72,0.97,1.14,0.77,0.85,0.69,0.66,0.89,1.63,3.32,4.06,3.67,4.21,7.05,6.85,3.5,1.18,2.74,0.87,2.41,0.96,2.35,1.21,0.89,0.39
MEXICO,11.01,25.27,19.31,3.83,4.8,5.57,4.4,3.48,3.39,4.26,5.23,2.62,3.36,4.09,5.18,10.37,6.15,1.97,4.33,2.92,1.09,0.82,0.54,1.39,1.2,1.06
KENYA,1.72,1.67,1.38,1.54,0.91,1.44,1.91,3.21,2.95,3.57,4.47,13.13,21.62,11.46,16.5,9.01,6.86,1.62,2.43,1.47,1.33,1.58,1.82,1.52,2.53,1.48
KAZAKHSTAN,0.28,0.92,0.69,1.12,1.08,0.46,0.44,0.92,1.04,0.09,0.69,1.33,1.17,2.56,11.25,5.08,3.06,2.82,1.75,1.89,1.31,0.45,1.55,0.65,0.33,0.11
JORDAN,0.92,0.51,0.63,0.75,0.61,1.42,0.33,0.66,1.05,1.42,2.48,1.76,2.17,1.31,0.75,0.41,0.27,0.31,0.41,0.32,0.46,0.34,0.47,0.09,0.15,0.02
JAPAN,1.93,3.23,4.88,12.19,5.31,3.53,1.8,1.03,1.72,1.73,1.44,1.71,1.94,3.37,2.64,3.03,1.4,1.5,1.59,2.17,1.77,1.37,1.44,2.57,2.78,1.5
FRANCE,2.21,5.93,5.51,4.22,4.1,2.66,4.91,7.48,8.65,6.75,11.06,10.54,8.98,7.91,9.75,7.14,4.57,2.19,3.68,1.63,2.28,1.6,1.04,1.51,1.31,2.99
GABON,0.01,0.04,0.02,0.06,0.07,0.15,0.54,0.6,0.35,0.83,0.32,0.75,0.84,0.29,1.26,0.42,0.68,0.48,0.2,0.0,0.02,,0.03,,0.04,
GAMBIA,0.02,0.01,0.0,0.03,0.03,0.01,0.02,0.02,0.16,0.13,0.21,0.07,0.07,0.01,0.09,0.07,0.18,0.02,0.01,0.06,0.04,0.02,0.07,0.13,,0.07
GEORGIA,0.18,0.16,0.06,0.29,0.42,0.57,0.34,0.2,0.06,0.34,0.22,0.52,0.53,0.71,0.59,0.11,0.13,0.27,0.17,0.01,0.04,0.05,0.01,0.04,0.01,0.0
GERMANY,13.42,29.26,17.92,14.43,14.58,14.89,18.95,19.08,19.49,21.81,26.16,24.08,19.64,19.87,15.57,26.03,17.93,11.19,10.32,3.96,11.74,11.6,10.42,11.62,8.97,9.11
GHANA,0.55,1.2,1.23,0.98,1.04,1.26,6.37,1.38,0.47,1.39,1.92,15.11,4.69,7.17,9.7,10.91,1.86,2.4,2.04,1.29,1.41,1.63,2.5,2.87,1.99,1.75
GREECE,0.29,0.45,0.92,0.01,0.0,0.01,0.03,0.02,0.02,0.03,0.05,0.02,0.14,0.05,0.04,0.08,0.01,0.04,0.09,0.02,0.0,0.0,0.02,0.01,0.01,0.04
GRENADA,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.01,0.02,0.01,0.01,0.01,0.0,0.0,,,,,,0.0,,
GUATEMALA,0.92,1.08,0.37,0.19,0.17,0.46,0.1,0.23,0.2,0.56,0.83,0.64,0.4,0.62,0.86,0.42,0.26,0.24,0.6,0.51,0.17,0.01,0.01,0.01,,0.0
GUINEA,0.05,0.08,0.41,0.3,0.14,0.43,2.52,4.78,5.03,4.1,3.84,4.6,1.55,3.19,8.02,9.77,2.5,4.99,4.46,1.56,1.75,0.45,1.14,0.13,0.14,0.14
GUYANA,0.12,0.23,0.07,0.08,0.03,0.09,0.04,0.08,0.05,0.15,0.19,0.23,0.58,0.64,1.1,1.51,0.7,0.33,0.33,0.07,0.01,0.04,0.17,0.23,0.0,0.05
HAITI,0.06,0.07,0.05,0.04,0.25,0.03,0.03,0.18,0.1,0.11,0.16,0.62,0.78,0.98,0.49,0.2,0.83,2.59,0.27,0.71,0.46,0.17,0.18,0.57,0.12,0.13
FINLAND,0.01,0.01,0.02,0.02,0.04,0.1,0.04,0.07,0.12,0.09,0.06,0.75,2.07,1.09,2.38,1.88,0.38,0.5,2.72,1.54,0.11,0.43,0.01,0.16,0.03,0.02
HONDURAS,0.08,0.27,0.03,0.03,0.16,0.03,0.41,0.6,0.12,0.06,0.06,0.51,0.39,0.64,3.39,1.11,0.41,0.71,0.24,0.15,0.05,0.09,0.32,0.04,0.0,
HUNGARY,0.02,0.02,0.01,0.0,0.06,0.06,0.09,0.07,0.07,0.07,0.03,0.03,1.91,3.94,0.06,0.22,0.43,1.41,1.12,0.43,0.27,0.24,0.1,0.17,0.08,0.11
INDONESIA,2.53,2.95,2.5,1.86,2.48,3.22,3.53,3.78,3.71,4.02,4.56,2.61,3.13,2.19,2.66,1.75,1.84,0.68,0.33,0.77,0.9,0.22,0.49,1.51,0.53,0.63
IRAN,0.69,1.92,4.85,8.16,6.82,4.43,1.46,1.39,3.06,5.49,9.81,1.7,4.06,2.88,4.23,2.33,1.06,0.98,1.68,3.63,0.75,1.77,1.17,2.46,1.72,1.76
IRAQ,0.15,0.33,0.62,0.53,0.41,0.97,0.16,0.14,0.2,0.12,0.1,0.78,2.32,1.56,2.82,3.49,0.93,0.63,0.5,0.11,0.05,0.02,0.05,0.06,,0.03
IRELAND,2.47,3.15,2.91,1.99,0.59,4.62,13.4,7.42,5.13,1.68,0.01,0.15,2.39,4.76,1.23,0.46,2.66,5.41,26.7,2.06,0.91,0.88,0.26,0.43,0.15,0.28
ISRAEL,0.35,0.59,0.3,0.17,0.32,0.38,0.27,0.17,0.28,0.27,0.04,0.13,0.06,0.06,0.68,2.03,0.99,1.86,0.32,0.42,0.76,0.12,0.08,0.49,0.41,0.71
ITALY,4.44,4.68,4.12,2.66,6.81,3.25,4.0,3.71,3.75,4.84,1.47,2.07,1.65,1.67,0.96,0.93,0.48,0.51,1.72,2.3,1.26,1.52,1.09,2.04,3.76,3.08
COTE D' IVOIRE,0.08,0.3,0.19,0.23,0.75,0.34,0.53,0.48,0.73,0.71,1.63,2.2,0.57,1.33,1.97,0.84,0.33,0.05,0.26,0.64,0.43,0.15,0.04,0.13,0.05,0.01
JAMAICA,0.02,0.15,0.15,0.1,0.12,0.13,0.1,0.12,0.17,0.15,0.19,1.01,1.12,2.32,1.55,1.03,0.87,0.27,0.8,0.36,0.14,0.03,0.11,0.08,,0.05
HONG KONG,1.01,2.6,1.41,3.42,5.31,3.65,2.49,1.93,3.59,3.39,5.65,5.8,7.24,2.71,2.01,2.21,2.73,1.56,0.63,2.55,2.77,1.3,3.64,5.05,4.61,4.94
NORFOLK IS,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Total,256.23,423.75,355.26,314.61,312.22,337.3,350.84,329.62,373.0,457.89,577.49,631.97,628.88,580.42,712.99,600.46,304.99,207.44,352.26,218.66,276.07,188.15,150.3,173.89,133.49,133.8
India's Total,298285.79,422004.4,291808.48,313361.04,330078.09,303526.16,275852.43,262291.09,310338.48,314405.3,300400.58,305963.92,249815.55,178751.43,185295.36,163132.18,126414.05,103090.53,83535.94,63842.55,52719.43,43826.72,44560.29,36822.49,33218.72,34784.98
%Share,0.0859,0.1004,0.1217,0.1004,0.0946,0.1111,0.1272,0.1257,0.1202,0.1456,0.1922,0.2066,0.2517,0.3247,0.3848,0.3681,0.2413,0.2012,0.4217,0.3425,0.5237,0.4293,0.3373,0.4723,0.4019,0.3846
