Node ID,Node Path,Query,Refinement Link
18018686011,Toys & Games/Dress Up & Pretend Play/Pretend Phones & Smartphones,item_type_keyword:pretend-phones-and-smartphones,See all available refinements
19431294011,Toys & Games/Dress Up & Pretend Play/Purses,item_type_keyword:toy-purses,See all available refinements
166341011,Toys & Games/Dress Up & Pretend Play/Sets,item_type_keyword:toy-activity-roleplay-sets,See all available refinements
166353011,Toys & Games/Dress Up & Pretend Play/Shops & Accessories,,See all available refinements
2528095011,Toys & Games/Dress Up & Pretend Play/Shops & Accessories/Cash Registers,item_type_keyword:toy-cash-registers,See all available refinements
2528094011,Toys & Games/Dress Up & Pretend Play/Shops & Accessories/Shopping Baskets,item_type_keyword:toy-shopping-baskets,See all available refinements
2528093011,Toys & Games/Dress Up & Pretend Play/Shops & Accessories/Shopping Carts,item_type_keyword:toy-shopping-carts,See all available refinements
166315011,Toys & Games/Dress Up & Pretend Play/Vanities,item_type_keyword:toy-vanities,See all available refinements
166220011,Toys & Games/Games & Accessories,,See all available refinements
7427858011,Toys & Games/Games & Accessories/Arcade & Table Games,,See all available refinements
3419221,Toys & Games/Games & Accessories/Arcade & Table Games/Air Hockey,item_type_keyword:air-hockey-equipment,See all available refinements
299939011,Toys & Games/Games & Accessories/Arcade & Table Games/Arcade Pinball Machines,item_type_keyword:arcade-pinball-machines,See all available refinements
299940011,Toys & Games/Games & Accessories/Arcade & Table Games/Arcade Video Games,item_type_keyword:arcade-video-game-machines,See all available refinements
13281691,Toys & Games/Games & Accessories/Arcade & Table Games/Combination Tables,item_type_keyword:combination-game-tables,See all available refinements
295321011,Toys & Games/Games & Accessories/Arcade & Table Games/Dome Hockey,item_type_keyword:dome-hockey-tables,See all available refinements
19633506011,Toys & Games/Games & Accessories/Arcade & Table Games/Drinking Games,item_type_keyword:drinking-games,See all available refinements
3419241,Toys & Games/Games & Accessories/Arcade & Table Games/Electronic Basketball,item_type_keyword:electronic-basketball-games,See all available refinements
2341347011,Toys & Games/Games & Accessories/Arcade & Table Games/Foosball,,See all available refinements
3258952011,Toys & Games/Games & Accessories/Arcade & Table Games/Foosball/Foosball Accessories,item_type_keyword:foosball-accessories,See all available refinements
3258951011,Toys & Games/Games & Accessories/Arcade & Table Games/Foosball/Foosball Tables,item_type_keyword:foosball-tables,See all available refinements
3419271,Toys & Games/Games & Accessories/Arcade & Table Games/Home Bowling Alleys,item_type_keyword:home-bowling-alleys,See all available refinements
295326011,Toys & Games/Games & Accessories/Arcade & Table Games/Mini Pinball,item_type_keyword:miniature-pinball-machines,See all available refinements
2341346011,Toys & Games/Games & Accessories/Arcade & Table Games/Shuffleboard,,See all available refinements
3258954011,Toys & Games/Games & Accessories/Arcade & Table Games/Shuffleboard/Shuffleboard Accessories,item_type_keyword:shuffleboard-accessories,See all available refinements
3258953011,Toys & Games/Games & Accessories/Arcade & Table Games/Shuffleboard/Shuffleboard Tables,item_type_keyword:shuffleboard-tables,See all available refinements
3419311,Toys & Games/Games & Accessories/Arcade & Table Games/Skee-Ball,item_type_keyword:skee-ball-equipment,See all available refinements
7427908011,Toys & Games/Games & Accessories/Arcade & Table Games/Tabletop Billiards & Pool,item_type_keyword:tabletop-billiards-games,See all available refinements
7427910011,Toys & Games/Games & Accessories/Arcade & Table Games/Tabletop Table Tennis,item_type_keyword:tabletop-table-tennis-games,See all available refinements
166225011,Toys & Games/Games & Accessories/Board Games,item_type_keyword:board-games,See all available refinements
166239011,Toys & Games/Games & Accessories/Card Games,item_type_keyword:card-games,See all available refinements
13291851,Toys & Games/Games & Accessories/Card Games/Blackjack Sets,item_type_keyword:blackjack-sets,See all available refinements
166242011,Toys & Games/Games & Accessories/Card Games/Collectible Card Games,item_type_keyword:collectible-card-games,See all available refinements
19431306011,Toys & Games/Games & Accessories/Card Games/Collectible Card Games/Booster Packs,item_type_keyword:collectible-card-game-booster-packs,See all available refinements
2522048011,Toys & Games/Games & Accessories/Card Games/Collectible Card Games/Boxes,item_type_keyword:collectible-trading-card-cases,See all available refinements
19431307011,Toys & Games/Games & Accessories/Card Games/Collectible Card Games/Counters,item_type_keyword:collectible-card-game-counters,See all available refinements
19431308011,Toys & Games/Games & Accessories/Card Games/Collectible Card Games/Decks & Sets,item_type_keyword:collectible-card-game-decks-and-sets,See all available refinements
19431309011,Toys & Games/Games & Accessories/Card Games/Collectible Card Games/Playmats,item_type_keyword:collectible-card-game-playmats,See all available refinements
1265808011,Toys & Games/Games & Accessories/Card Games/Collectible Card Games/Polyhedral Dice,item_type_keyword:role-playing-game-dice,See all available refinements
19431310011,Toys & Games/Games & Accessories/Card Games/Collectible Card Games/Singles,item_type_keyword:collectible-card-game-singles,See all available refinements
19431299011,Toys & Games/Games & Accessories/Card Games/Dedicated Deck Card Games,item_type_keyword:dedicated-deck-card-games,See all available refinements
13291841,Toys & Games/Games & Accessories/Card Games/Poker Sets,item_type_keyword:poker-sets,See all available refinements
166244011,Toys & Games/Games & Accessories/Card Games/Standard Playing Card Decks,item_type_keyword:playing-cards,See all available refinements
13291101,Toys & Games/Games & Accessories/Casino Equipment,item_type_keyword:casino-equipment,See all available refinements
13292111,Toys & Games/Games & Accessories/Casino Equipment/Bingo Equipment,item_type_keyword:bingo-equipment,See all available refinements
7427947011,Toys & Games/Games & Accessories/Casino Equipment/Bingo Equipment/Bingo Balls,item_type_keyword:bingo-balls,See all available refinements
7427948011,Toys & Games/Games & Accessories/Casino Equipment/Bingo Equipment/Bingo Cards,item_type_keyword:bingo-cards,See all available refinements
7427868011,Toys & Games/Games & Accessories/Casino Equipment/Bingo Equipment/Bingo Chips,item_type_keyword:bingo-chips,See all available refinements
7427870011,Toys & Games/Games & Accessories/Casino Equipment/Bingo Equipment/Bingo Daubers,item_type_keyword:bingo-daubers,See all available refinements
13291891,Toys & Games/Games & Accessories/Casino Equipment/Bingo Equipment/Bingo Sets,item_type_keyword:bingo-sets,See all available refinements
7427872011,Toys & Games/Games & Accessories/Casino Equipment/Blackjack Equipment,item_type_keyword:blackjack-equipment,See all available refinements
13291721,Toys & Games/Games & Accessories/Casino Equipment/Blackjack Equipment/Blackjack Layouts,item_type_keyword:blackjack-layouts,See all available refinements
13291851,Toys & Games/Games & Accessories/Casino Equipment/Blackjack Equipment/Blackjack Sets,item_type_keyword:blackjack-sets,See all available refinements
13291671,Toys & Games/Games & Accessories/Casino Equipment/Blackjack Equipment/Blackjack Tables,item_type_keyword:blackjack-tables,See all available refinements
7427874011,Toys & Games/Games & Accessories/Casino Equipment/Cards & Equipment,item_type_keyword:casino-cards-equipment,See all available refinements
13291451,Toys & Games/Games & Accessories/Casino Equipment/Cards & Equipment/Card Shufflers,item_type_keyword:card-shufflers,See all available refinements
13291431,Toys & Games/Games & Accessories/Casino Equipment/Cards & Equipment/Cut Cards,item_type_keyword:cut-cards,See all available refinements
